Issue #,Issue Title,Current Team,Suggested Team,Confidence,Test Class,YAML Path,Feature Area,Reasoning,URL
130159,[CI] RestSqlIT class failing,Team:Delivery,Team:ES|QL,high,RestSqlIT,,SQL,SQL test class: RestSqlIT,https://github.com/elastic/elasticsearch/issues/130159
130417,[CI] MixedClusterClientYamlTestSuiteIT test {p0=search.aggregation/240_max_buckets/Max bucket} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,search/160_exists_query/Test exists query on short field in empty index,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/130417
130418,[CI] MixedClusterClientYamlTestSuiteIT test {p0=indices.upgrade/20_deprecated/Basic test for upgrade indices < 7.11.0} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,search.aggregation/240_max_buckets/Max bucket,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/130418
130612,Configure available processors for tests,Team:Delivery,Team:Delivery,low,,,Unknown,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/130612
130639,[CI] MixedClusterClientYamlTestSuiteIT test {p0=synonyms/110_synonyms_invalid/Reload index with invalid synonym rule} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,synonyms/110_synonyms_invalid/Reload index with invalid synonym rule,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/130639
130974,[CI] MlHiddenIndicesFullClusterRestartIT class failing,Team:Delivery,Team:ML,high,MlHiddenIndicesFullClusterRestartIT,,ML,ML test class: MlHiddenIndicesFullClusterRestartIT,https://github.com/elastic/elasticsearch/issues/130974
131016,[CI] MlHiddenIndicesFullClusterRestartIT testMlIndicesBecomeHidden {cluster=UPGRADED} failing,Team:Delivery,Team:ML,high,org.elasticsearch.xpack.restart.MlHiddenIndicesFullClusterRestartIT,,ML,ML test class: org.elasticsearch.xpack.restart.MlHiddenIndicesFullClusterRestartIT,https://github.com/elastic/elasticsearch/issues/131016
131041,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/search/retriever/line_906} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/search/retriever/line_906,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/131041
131561,[CI] MixedClusterClientYamlTestSuiteIT test {p0=msearch/10_basic/Least impact smoke test} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,msearch/10_basic/Least impact smoke test,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/131561
131585,[CI] DocsClientYamlTestSuiteIT class failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/data-streams/failure-store-recipes/line_201,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/131585
131788,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/analysis/analyzers/lang-analyzer/line_992} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/analysis/analyzers/lang-analyzer/line_992,Docs Test,Docs test for Analysis: reference/analysis/analyzers/lang-analyzer/line_992,https://github.com/elastic/elasticsearch/issues/131788
131791,[CI] PackageUpgradeTests test12SetupBwcVersion failing,Team:Delivery,Team:Delivery,high,PackageUpgradeTests,,Delivery,Packaging/Distribution test: PackageUpgradeTests,https://github.com/elastic/elasticsearch/issues/131791
131793,[CI] GlobalCheckpointSyncActionIT class failing,Team:Delivery,Team:Distributed Indexing,medium,GlobalCheckpointSyncActionIT,,Unknown,Checkpoint test: GlobalCheckpointSyncActionIT,https://github.com/elastic/elasticsearch/issues/131793
131964,[CI] FullClusterRestartIT testWatcherWithApiKey {cluster=UPGRADED} failing,Team:Delivery,Team:Delivery,low,org.elasticsearch.xpack.restart.FullClusterRestartIT,,BWC/Upgrade Test,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/131964
132249,[CI] SqlCompatIT testNullsOrderWithMissingOrderSupportQueryingNewNode failing,Team:Delivery,Team:ES|QL,high,org.elasticsearch.xpack.sql.qa.mixed_node.SqlCompatIT,,SQL,SQL test class: org.elasticsearch.xpack.sql.qa.mixed_node.SqlCompatIT,https://github.com/elastic/elasticsearch/issues/132249
132364,[CI] OpenIdConnectAuthIT class failing,Team:Delivery,Team:Security,high,OpenIdConnectAuthIT,,Security,Security test class: OpenIdConnectAuthIT,https://github.com/elastic/elasticsearch/issues/132364
132422,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/search/search-your-data/retrievers-examples/line_118} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/search/search-your-data/retrievers-examples/line_118,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/132422
132854,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/search/retriever/line_983} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/search/retriever/line_983,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/132854
132877,ArchiveGenerateInitialCredentialsTests test test40VerifyAutogeneratedCredentials failing,Team:Delivery,Team:Delivery,low,,,Unknown,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/132877
132878,ArchiveGenerateInitialCredentialsTests test test50CredentialAutogenerationOnlyOnce failing,Team:Delivery,Team:Delivery,low,,,Unknown,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/132878
133050,[CI] MixedClusterClientYamlTestSuiteIT test {p0=indices.put_index_template/15_composition/Composable index templates that include subobjects: auto on arbitrary field} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,indices.put_index_template/15_composition/Composable index templates that include subobjects: auto on arbitrary field,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/133050
133094,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/search/search-your-data/retrievers-examples/line_1824} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/search/search-your-data/retrievers-examples/line_1824,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/133094
133222,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/search/search-your-data/retrievers-examples/line_1824} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/search/search-your-data/retrievers-examples/line_1824,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/133222
133416,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/rest-api/security/update-user-profile-data/line_106} failing,Team:Delivery,Team:Security,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/rest-api/security/update-user-profile-data/line_106,Security,Feature area: Security,https://github.com/elastic/elasticsearch/issues/133416
133438,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/snapshot-restore/apis/delete-snapshot-api/line_78} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/snapshot-restore/apis/delete-snapshot-api/line_78,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/133438
133447,[CI] DocsClientYamlTestSuiteIT test {yaml=plugins/mapper-annotated-text/line_271} failing,Team:Delivery,Team:Delivery,low,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,plugins/mapper-annotated-text/line_271,Docs Test,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/133447
133884,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/mapping/types/ip/synthetic-source-ip-example} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/mapping/types/ip/synthetic-source-ip-example,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/133884
134094,[CI] JwtWithOidcAuthIT class failing,Team:Delivery,Team:Security,high,JwtWithOidcAuthIT,,Security,Security test class: JwtWithOidcAuthIT,https://github.com/elastic/elasticsearch/issues/134094
134356,Return all assertion errors for yaml rest tests,Team:Core/Infra,Team:Delivery,low,,,Unknown,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/134356
135413,[CI] TestClustersPluginFuncTest override jdk usage via ES_JAVA_HOME for known jdk os incompatibilities failing,Team:Delivery,Team:Delivery,high,,,Unknown,Installer/packaging issue from title,https://github.com/elastic/elasticsearch/issues/135413
135592,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/ccr/apis/follow/post-pause-follow/line_35} failing,Team:Delivery,Team:Distributed Coordination,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/ccr/apis/follow/post-pause-follow/line_35,Distributed Coordination,Feature area: Distributed Coordination,https://github.com/elastic/elasticsearch/issues/135592
136115,Elasticsearch release notes should be ordered by semantic version rather than release date,Team:Delivery,Team:Search,medium,,,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/136115
136784,[CI] FullClusterRestartSettingsUpgradeIT class failing,Team:Delivery,Team:Delivery,low,FullClusterRestartSettingsUpgradeIT,,BWC/Upgrade Test,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/136784
136785,[CI] CoreFullClusterRestartIT class failing,Team:Delivery,Team:Delivery,low,CoreFullClusterRestartIT,,BWC/Upgrade Test,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/136785
136811,[CI] SmokeTestMultiNodeClientYamlTestSuiteIT class failing,Team:Delivery,Team:Delivery,low,SmokeTestMultiNodeClientYamlTestSuiteIT,,Unknown,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/136811
136843,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/rest-api/security/bulk-create-roles/line_125} failing,Team:Delivery,Team:Security,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/rest-api/security/bulk-create-roles/line_125,Security,Feature area: Security,https://github.com/elastic/elasticsearch/issues/136843
136987,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/tab-widgets/troubleshooting/data/total-shards-per-node/line_55} failing,Team:Delivery,Team:Delivery,low,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/tab-widgets/troubleshooting/data/total-shards-per-node/line_55,Docs Test,Defaulting to Delivery (test infrastructure),https://github.com/elastic/elasticsearch/issues/136987
137155,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/mapping/types/date/date-format-example} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/mapping/types/date/date-format-example,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/137155
137158,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/data-streams/failure-store-recipes/line_13} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/data-streams/failure-store-recipes/line_13,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/137158
137159,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/esql/esql-syntax/line_187} failing,Team:Delivery,Team:ES|QL,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/data-streams/failure-store-recipes/line_13,ESQL,Feature area: ESQL,https://github.com/elastic/elasticsearch/issues/137159
137201,[CI] DocsClientYamlTestSuiteIT test {yaml=reference/indices/analyze/line_275} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.DocsClientYamlTestSuiteIT,reference/indices/analyze/line_275,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/137201
137315,Installer Fails on Windows with 32-bit Java installed Due to Improper JAVA_HOME Handling in Elasticsearch Scripts,Team:Delivery,Team:Search,medium,,,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/137315
137457,[CI] SmokeTestIngestWithAllDepsClientYamlTestSuiteIT test {yaml=ingest/100_sampling_with_reroute/Test get sample with multiple reroutes} failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.smoketest.SmokeTestIngestWithAllDepsClientYamlTestSuiteIT,ingest/100_sampling_with_reroute/Test get sample with multiple reroutes,Ingest,Feature area: Ingest,https://github.com/elastic/elasticsearch/issues/137457
137493,[CI] MixedClusterClientYamlTestSuiteIT class failing,Team:Delivery,Team:Data Management,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,index/92_metrics_auto_subobjects/Root with metrics,Data Management,Feature area: Data Management,https://github.com/elastic/elasticsearch/issues/137493
138297,[CI] MixedClusterClientYamlTestSuiteIT test {p0=search/95_sort_mixed_numeric_types/Simple sort} failing,Team:Delivery,Team:Search,medium,org.elasticsearch.backwards.MixedClusterClientYamlTestSuiteIT,search/95_sort_mixed_numeric_types/Simple sort,Search,Feature area: Search,https://github.com/elastic/elasticsearch/issues/138297
