abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point
FTW,           Fort Worth Meacham Field,                    7,                major,            POINT(-97.3551348561587 32.8207529047972)
GDT,           JAGS McCartney Int'l,                        7,                mid,              POINT(-71.1461337448876 21.4421237439063)
GLS,           Scholes Int'l,                               7,                mid,              POINT(-94.8554013876264 29.2671239212096)
GOM,           Goma Int'l,                                  7,                mid,              POINT(29.2400534952228 -1.6583179500207)
GOU,           Garoua Int'l,                                7,                mid,              POINT(13.3724309377878 9.33068867678854)
GUM,           Antonio B. Won Pat Int'l,                    7,                major,            POINT(144.805850357093 13.4926462359465)
GYY,           Gary/Chicago Int'l,                          7,                mid,              POINT(-87.4083596247406 41.6177930015166)
HAH,           Prince Said Ibrahim Int'l,                   7,                mid,              POINT(43.2745612179616 -11.5366393829127)
HBA,           Hobart Int'l,                                7,                mid,              POINT(147.505996190408 -42.8376083694822)
HIR,           Honiara Int'l,                               7,                mid,              POINT(160.045855129925 -9.42757566400146)
IEV,           Kiev Zhuliany Int'l,                         7,                mid,              POINT(30.4451305182104 50.412808165985)
IKT,           Irkutsk S.E.,                                7,                [mid,military],   POINT(104.355859748002 52.2728893882244)
IND,           Indianapolis Int'l,                          7,                major,            POINT(-86.2734003650885 39.7302043703969)
INU,           Nauru Int'l,                                 7,                mid,              POINT(166.91613965882 -0.545037226856384)
IPC,           Mataveri Int'l,                              7,                mid,              POINT(-109.43006441001 -27.1587738388538)
JUJ,           Gob. Horacio Guzman Int'l,                   7,                mid,              POINT(-65.0937665458812 -24.3861010775846)
KHN,           Nanchang Changbei Int'l,                     7,                mid,              POINT(115.911979918602 28.8624891200666)
KMG,           Kunming Wujiaba Int'l,                       7,                major,            POINT(102.742117578823 24.999996110081)
LBA,           Leeds Bradford,                              7,                major,            POINT(-1.65983106734746 53.8690819474434)
LBV,           Libreville Leon M'ba Int'l,                  7,                mid,              POINT(9.41022337820712 0.457139229503759)
LFW,           Lomé Tokoin,                                 7,                mid,              POINT(1.25093205640014 6.16687362722297)
LWO,           Lviv Danylo Halytskyi Int'l,                 7,                [mid,military],   POINT(23.9461269598944 49.8178506050005)
MAJ,           Marshall Islands Int'l,                      7,                mid,              POINT(171.281919370648 7.06811848557091)
MFM,           Macau Int'l,                                 7,                major,            POINT(113.57451294862 22.1576572529634)
MGQ,           Aden Adde Int'l,                             7,                mid,              POINT(45.3036374186202 2.01635311214988)
MPM,           Maputo Int'l,                                7,                mid,              POINT(32.5741915194782 -25.924276711787)
MRU,           Sir Seewoosagur Ramgoolam Int'l,             7,                mid,              POINT(57.6769860076636 -20.4317567793216)
NAP,           Naples Int'l,                                7,                major,            POINT(14.2828444340203 40.8780728843639)
NDB,           Nouadhibou Int'l,                            7,                mid,              POINT(-17.0334398691538 20.9290523064387)
NGB,           Ningbo Lishe Int'l,                          7,                major,            POINT(121.461819388484 29.8208231906861)
NKC,           Nouakchott Int'l,                            7,                mid,              POINT(-15.9519259252201 18.0979231718174)
NOU,           La Tontouta Int'l,                           7,                mid,              POINT(166.217232118699 -22.0136386248981)
OAK,           Oakland Int'l,                               7,                major,            POINT(-122.213261257863 37.7123036951691)
ONT,           Ontario Int'l,                               7,                major,            POINT(-117.592327651651 34.060191102066)
ORK,           Cork,                                        7,                major,            POINT(-8.49014199983817 51.8485405419923)
PDG,           Minangkabau Int'l,                           7,                mid,              POINT(100.285455851791 -0.786045714026273)
PDL,           João Paulo II,                               7,                mid,              POINT(-25.6969882198711 37.7433316472933)
PEW,           Bacha Khan Int'l,                            7,                mid,              POINT(71.5188149912667 33.9914027889596)
PIK,           Glasgow Prestwick,                           7,                mid,              POINT(-4.61097163901068 55.5088918105142)
PMG,           Ponta Porã Int'l,                            7,                mid,              POINT(-55.7060793748573 -22.551786560876)
PMR,           Palmerston N. Int'l,                         7,                mid,              POINT(175.62128328196 -40.3233178852055)
PNI,           Pohnpei Int'l,                               7,                mid,              POINT(158.203304490964 6.98130676512123)
PPT,           Tahiti Faa'a Int'l,                          7,                mid,              POINT(-149.609757932429 -17.5594577659942)
PSA,           Pisa Galileo Galilei Int'l,                  7,                [major,military], POINT(10.4001343718056 43.6983224157664)
PZU,           Port Sudan,                                  7,                [mid,military],   POINT(37.216065757542 19.5760636531968)
RAI,           Praia Int'l,                                 7,                mid,              POINT(-23.4862019883587 14.9449889352832)
RAK,           Marrakech-Menara,                            7,                mid,              POINT(-8.02460535907989 31.6022946597764)
RAR,           Rarotonga Int'l,                             7,                mid,              POINT(-159.798156308387 -21.2009821724632)
REP,           Siem Reap Int'l,                             7,                major,            POINT(103.815780528112 13.4087969693538)
RGA,           Hermes Quijada Int'l,                        7,                mid,              POINT(-67.7530268462675 -53.7814746058316)
RGL,           Piloto Civil Norberto Fernandez Int'l,       7,                mid,              POINT(-69.3064711776731 -51.6116980855402)
RNO,           Reno-Tahoe Int'l,                            7,                major,            POINT(-119.775283308105 39.5058499014703)
ROR,           Roman Tmetuchl Int'l,                        7,                mid,              POINT(134.532953466159 7.3644955361292)
SID,           Amilcar Cabral Int'l,                        7,                mid,              POINT(-22.9440574079648 16.7347932693385)
SJJ,           Sarajevo,                                    7,                major,            POINT(18.3366185457127 43.8258872246797)
SKB,           Robert L. Bradshaw Int'l,                    7,                mid,              POINT(-62.7142125047316 17.311125840442)
SLA,           Martín Miguel de Güemes Int,                 7,                mid,              POINT(-65.4784760437796 -24.8443742713315)
SPN,           Saipan Int'l,                                7,                mid,              POINT(145.723694658638 15.1215167197664)
SRE,           Juana Azurduy de Padilla Int'l,              7,                mid,              POINT(-65.2928631387847 -19.0139157924657)
SXM,           Princess Juliana Int'l,                      7,                major,            POINT(-63.1122760858602 18.042244021474)
TAI,           Ta'izz Int'l,                                7,                mid,              POINT(44.134782731062 13.6854970025574)
TAO,           Qingdao Liuting Int'l,                       7,                mid,              POINT(120.380685949061 36.2677578081039)
TKK,           Chuuk Int'l,                                 7,                mid,              POINT(151.842046037403 7.45761780288443)
TNG,           Tangier Ibn Battouta,                        7,                mid,              POINT(-5.91288087655914 35.7257656409274)
TRW,           Bonriki Int'l,                               7,                mid,              POINT(173.145990795301 1.3806686975383)
TSE,           Astana Int'l,                                7,                major,            POINT(71.4609441399936 51.0269352907712)
TSN,           Tianjin Binhai Int'l,                        7,                major,            POINT(117.352723159919 39.1294609909008)
TSV,           Townsville,                                  7,                [major,military], POINT(146.77067890477 -19.2561814376212)
TUC,           Teniente Gen. Benjamin Matienzo Int'l,       7,                mid,              POINT(-65.1081246236248 -26.8357310050714)
TUN,           Aeroport Tunis,                              7,                major,            POINT(10.2176992447111 36.8474482177219)
TUS,           Tucson Int'l,                                7,                major,            POINT(-110.937713232132 32.1203523441898)
ULN,           Chinggis Khaan Int'l,                        7,                mid,              POINT(106.762873994929 47.8525260966684)
URC,           Ürümqi Diwopu Int'l,                         7,                major,            POINT(87.4671298487808 43.8983382193653)
VLI,           Bauerfield Int'l,                            7,                mid,              POINT(168.319622739662 -17.7016990681781)
WWK,           Wewak Int'l,                                 7,                mid,              POINT(143.669102299698 -3.58022689444744)
XCR,           Châlons Vatry,                               7,                [military,mid],   POINT(4.19111982574289 48.7803946138566)
XMN,           Xiamen Gaoqi Int'l,                          7,                major,            POINT(118.12696884672 24.537192570557)
YAP,           Yap Int'l,                                   7,                mid,              POINT(138.086430283619 9.49791733361348)
ZLO,           Playa de Oro Int'l,                          7,                mid,              POINT(-104.560095200097 19.1480860285854)
CAY,           Cayenne – Rochambeau,                        7,                mid,              POINT(-52.3638068572357 4.82126714308924)
UIII,          Irkutsk N.W.,                                7,                mid,              POINT(104.197359284494 52.3616476700131)
SJW,           Shijiazhuang Zhengding Int'l,                7,                major,            POINT(114.692266598902 38.278140913112)
GYD,           Heydar Aliyev Int'l,                         7,                major,            POINT(50.0498394867405 40.462746883908)
LAK,           Lakatamia Airbase,                           7,                [military,mid],   POINT(33.322201334899 35.1063448067362)
CFB,           Cabo Frio Int'l,                             7,                mid,              POINT(-42.0792517520184 -22.9256317091328)
HEM,           Helsinki-Malmi,                              7,                mid,              POINT(25.0455353698315 60.2493778499587)
LUX,           Luxembourg-Findel,                           7,                major,            POINT(6.21642121728731 49.6343040925102)
VCE,           Venice Marco Polo,                           7,                major,            POINT(12.3410673004369 45.5048477588455)
YNY,           Yangyang Int'l,                              7,                mid,              POINT(128.66298866884 38.0587824162585)
TBT,           Tabatinga Int'l,                             7,                mid,              POINT(-69.939473933909 -4.25032469493379)
BVB,           Boa Vista Int'l,                             7,                mid,              POINT(-60.6922206338682 2.84119534121157)
LPA,           Gran Canaria,                                7,                major,            POINT(-15.3899245158461 27.9368899716574)
ING,           Com. Armando Tola Int'l,                     7,                mid,              POINT(-72.0538569101296 -50.2839008690038)
NYO,           Stockholm-Skavsta,                           7,                mid,              POINT(16.9216055584254 58.7851041303448)
MES,           Polonia Int'l,                               7,                mid,              POINT(98.6761925714641 3.56659179990894)
BGF,           Bangui M'Poko Int'l,                         7,                mid,              POINT(18.524123630208 4.39885153695957)
HGH,           Hangzhou Xiaoshan Int'l,                     7,                major,            POINT(120.432097376313 30.2351862790414)
CXI,           Cassidy Int'l,                               7,                mid,              POINT(-157.34977789343 1.98616119792402)
SQQ,           Šiauliai Int'l,                              7,                mid,              POINT(23.3831885738691 55.90376945404)
IUE,           Niue Int'l,                                  7,                mid,              POINT(-169.926129774217 -19.0767129354511)
AGT,           Guaraní Int'l,                               7,                mid,              POINT(-54.8393995296062 -25.4568570715812)
AQP,           Rodríguez Ballón Int'l,                      7,                mid,              POINT(-71.5679335385285 -16.344552065352)
VVO,           Vladivostok Int'l,                           7,                [mid,military],   POINT(132.139841720715 43.3776492533885)
PRN,           Pristina,                                    7,                major,            POINT(21.0302690124746 42.5850331153448)
ANR,           Deurne,                                      6,                mid,              POINT(4.45092277399909 51.1891285063806)
LAP,           Gen. Márquez de León Int'l,                  6,                mid,              POINT(-110.367197859809 24.0760903521803)
HRB,           Harbin Taiping,                              6,                major,            POINT(126.236983030863 45.6206011723245)
TRV,           Trivandrum Int'l,                            6,                mid,              POINT(76.9189025612913 8.47650993894514)
ADB,           Adnan Menderes,                              6,                major,            POINT(27.1492975952664 38.2912347645175)
NKG,           Nanjing Lukou Int'l,                         6,                major,            POINT(118.866102146906 31.7353249296177)
FPO,           Freeport Int'l,                              6,                mid,              POINT(-78.7039343114497 26.548246747189)
TIP,           Tripoli Int'l,                               6,                major,            POINT(13.1442589810713 32.6691695504993)
YQX,           Gander Int'l,                                6,                mid,              POINT(-54.5755719093578 48.9465980060736)
DOH,           Doha Int'l,                                  6,                [major,military], POINT(51.5585487876547 25.2682461310506)
ABQ,           Albuquerque Int'l,                           6,                major,            POINT(-106.6166851616 35.0491578018276)
ANU,           V.C. Bird Int'l,                             6,                mid,              POINT(-61.7923676698358 17.1403599371617)
APW,           Faleolo,                                     6,                mid,              POINT(-171.99732221834 -13.8325013323956)
ATZ,           Asyut,                                       6,                mid,              POINT(31.0162490438011 27.0508158406978)
BAH,           Bahrain Int'l,                               6,                major,            POINT(50.6260028757534 26.2696971499497)
BDL,           Bradley Int'l,                               6,                major,            POINT(-72.685394743339 41.9303160058352)
BGI,           Grantley Adams Int'l,                        6,                mid,              POINT(-59.4874188953158 13.079661104553)
BJL,           Yundum Int'l,                                6,                mid,              POINT(-16.6523132698075 13.3438604788942)
BJM,           Bujumbura Int'l,                             6,                mid,              POINT(29.3209840169939 -3.32204434913113)
BLZ,           Chileka Int'l,                               6,                mid,              POINT(34.9719441837933 -15.6813844793272)
BME,           Broome Int'l,                                6,                mid,              POINT(122.233850515022 -17.952576129268)
BND,           Bandar Abbass Int'l,                         6,                mid,              POINT(56.368886456411 27.2103258455145)
BSR,           Basrah Int'l,                                6,                major,            POINT(47.6683766633518 30.552799016106)
CJS,           Ciudad Juarez Int'l,                         6,                mid,              POINT(-106.435846631055 31.6357566201951)
CMB,           Katunayake Int'l,                            6,                major,            POINT(79.8852573421506 7.17807710544221)
CNS,           Cairns Int'l,                                6,                mid,              POINT(145.7535848444 -16.8767421554062)
CNX,           Chiang Mai Int'l,                            6,                major,            POINT(98.9681181241593 18.7688473919675)
COS,           City of Colorado Springs,                    6,                major,            POINT(-104.700880274111 38.7974248779125)
CPE,           Ign. Alberto Ongay Int'l,                    6,                mid,              POINT(-90.5036283734038 19.8142247992074)
CSX,           Changsha Huanghua Int'l,                     6,                major,            POINT(113.214054203252 28.1899218619451)
CVG,           Greater Cincinnati Int'l,                    6,                major,            POINT(-84.6561699153392 39.055418904783)
DAD,           Da Nang,                                     6,                major,            POINT(108.202706257936 16.053144145167)
DAL,           Dallas Love Field,                           6,                major,            POINT(-96.84986377098 32.8444253732738)
DAM,           Damascus Int'l,                              6,                major,            POINT(36.5128954718126 33.4114366702732)
DAV,           Enrique Malek Int'l,                         6,                mid,              POINT(-82.4317583369387 8.39126106116917)
DIR,           Aba Tenna D. Yilma Int'l,                    6,                mid,              POINT(41.857756722253 9.61267784753569)
DPS,           Bali Int'l,                                  6,                major,            POINT(115.162322961107 -8.74475731595652)
DSM,           Des Moines Int'l,                            6,                major,            POINT(-93.6484612563736 41.5327904242113)
EBB,           Entebbe Int'l,                               6,                mid,              POINT(32.4427573135214 0.044940949388672)
FKI,           Kisangani Bangoka Int'l,                     6,                mid,              POINT(25.3302714896212 0.492225136917501)
FOC,           Fuzhou Changle Int'l,                        6,                mid,              POINT(119.668043820999 25.9318233148143)
GAU,           Lokpriya G. Bordoloi Int'l,                  6,                mid,              POINT(91.588229058187 26.1052475924255)
GDN,           Gdansk Lech Walesa,                          6,                major,            POINT(18.4684422165911 54.3807025352925)
GND,           Point Salines Int'l,                         6,                mid,              POINT(-61.7858529909285 12.0072683054283)
GOJ,           Nizhny Novgorod Int'l,                       6,                mid,              POINT(43.7896337062935 56.2185525910656)
GYM,           Gen. José M. Yáñez Int'l,                    6,                mid,              POINT(-110.921651270402 27.9694553962829)
HET,           Hohhot Baita Int'l,                          6,                mid,              POINT(111.814681821626 40.8540600906552)
HLN,           Helena Reg.,                                 6,                mid,              POINT(-111.989896896008 46.6102043529)
HMO,           Gen. Ignacio P. Garcia Int'l,                6,                mid,              POINT(-111.051901711819 29.0900772523445)
IAD,           Dulles Int'l,                                6,                major,            POINT(-77.4477925769206 38.952774037953)
ITO,           Hilo Int'l,                                  6,                mid,              POINT(-155.039629733435 19.7147976868663)
JAN,           Jackson Int'l,                               6,                major,            POINT(-90.0750986276924 32.3100600273635)
JAX,           Jacksonville Int'l,                          6,                major,            POINT(-81.6835767278311 30.491352730948)
KCH,           Kuching Int'l,                               6,                mid,              POINT(110.341837054315 1.4872079377901)
KGL,           Kigali Int'l,                                6,                mid,              POINT(30.1348768187856 -1.96365443664138)
KRK,           Kraków-Balice,                               6,                major,            POINT(19.8009772844504 50.0722630648331)
KUF,           Kurumoch,                                    6,                major,            POINT(50.1472655210191 53.5083848190935)
KWL,           Guilin Liangjiang Int'l,                     6,                major,            POINT(110.04689349777 25.2176055252293)
LAO,           Laoag Int'l,                                 6,                mid,              POINT(120.533876196127 18.1824180866379)
LGA,           LaGuardia,                                   6,                major,            POINT(-73.8719858204814 40.7745539398858)
LGW,           London Gatwick,                              6,                major,            POINT(-0.162961639139456 51.1557567519275)
LJU,           Ljubljana,                                   6,                major,            POINT(14.4548126283266 46.2305445554486)
LKO,           Amausi Int'l,                                6,                mid,              POINT(80.8841719732472 26.7639328700916)
LPG,           La Plata,                                    6,                mid,              POINT(-57.895382063651 -34.9655441559234)
MAM,           Gen. Sevando Canales,                        6,                mid,              POINT(-97.5308217121187 25.7708412640619)
MAN,           Manchester Int'l,                            6,                major,            POINT(-2.27337159069427 53.3624896066518)
MCI,           Kansas City Int'l,                           6,                major,            POINT(-94.7159148579154 39.2978958263659)
MCT,           Seeb Int'l,                                  6,                major,            POINT(58.2904804753493 23.5885704175856)
MIR,           Habib Bourguiba Int'l,                       6,                mid,              POINT(10.753368185054 35.760710442178)
MRS,           Marseille Provence Airport,                  6,                major,            POINT(5.22137917720337 43.4410600016468)
NLD,           Quetzalcoatl Int'l,                          6,                mid,              POINT(-99.5680081930063 27.4496896508316)
NNG,           Nanning Wuwu Int'l,                          6,                major,            POINT(108.168012273331 22.6120370541785)
OAX,           Xoxocotlán Int'l,                            6,                mid,              POINT(-96.7217959384975 17.0005592569745)
OGG,           Kahului,                                     6,                mid,              POINT(-156.437429581353 20.8932885151112)
OKC,           Will Rogers,                                 6,                major,            POINT(-97.5961177542092 35.3952774911744)
ORF,           Norfolk Int'l,                               6,                major,            POINT(-76.2044231712327 36.8982394673674)
PBI,           Palm Beach Int'l,                            6,                major,            POINT(-80.0901893383387 26.688441666433)
PBM,           Pengel Int'l,                                6,                mid,              POINT(-55.1999113892902 5.45599967797439)
PEE,           Bolshesavino,                                6,                mid,              POINT(56.0195602820297 57.9197711231691)
PEN,           Penang Int'l,                                6,                mid,              POINT(100.265786380955 5.29265627790489)
PHC,           Port Harcourt Int'l,                         6,                mid,              POINT(6.94989742723191 5.00700347673943)
PHE,           Port Hedland Int'l,                          6,                mid,              POINT(118.631797815615 -20.3781272960723)
PIR,           Pierre Regional,                             6,                mid,              POINT(-100.292641981705 44.3801534668762)
PIT,           Greater Pittsburgh Int'l,                    6,                major,            POINT(-80.2561290571918 40.4960518915285)
PPG,           Pago Pago Int'l,                             6,                mid,              POINT(-170.713307053734 -14.3290641850306)
BHX,           Birmingham Int'l,                            6,                major,            POINT(-1.73373170434452 52.4529085542838)
ROB,           Roberts Int'l,                               6,                mid,              POINT(-10.3530851867934 6.24183456554525)
RPR,           Raipur,                                      6,                mid,              POINT(81.7403775915201 21.1859868561447)
SAL,           El Salvador Int'l,                           6,                mid,              POINT(-89.0572035692743 13.4447481228616)
SAN,           San Diego Int'l,                             6,                major,            POINT(-117.197511025731 32.7322645570132)
SAT,           San Antonio Int'l,                           6,                major,            POINT(-98.4719699991559 29.5266203391315)
SAV,           Savannah Int'l,                              6,                major,            POINT(-81.2099647750913 32.1356415522902)
SCU,           Antonio Maceo,                               6,                mid,              POINT(-75.8398877639791 19.9724288717622)
SLP,           Ponciano Arriaga Int'l,                      6,                mid,              POINT(-100.936477816267 22.2557130495903)
SMF,           Sacramento Int'l,                            6,                major,            POINT(-121.587894877723 38.6927238925554)
STI,           Cibao Int'l,                                 6,                mid,              POINT(-70.6941783224468 19.4659219152888)
SVX,           Koltsovo,                                    6,                major,            POINT(60.8058033432174 56.732245612046)
SYR,           Syracuse Hancock Int'l,                      6,                major,            POINT(-76.1130789991049 43.1317844943741)
TBZ,           Tabriz,                                      6,                mid,              POINT(46.244713373574 38.1311107688175)
TRC,           Torreon Int'l,                               6,                mid,              POINT(-103.398787828579 25.5632164399896)
TUL,           Tulsa Int'l,                                 6,                major,            POINT(-95.889882271542 36.190127565195)
TYS,           Mcghee Tyson,                                6,                major,            POINT(-83.9899378327585 35.8057448027088)
UFA,           Ufa Int'l,                                   6,                major,            POINT(55.8840773411837 54.5651323578972)
UVF,           Hewanorra Int'l,                             6,                mid,              POINT(-60.9499737723461 13.7365238050489)
WDH,           Windhoek Hosea Kutako Int'l,                 6,                mid,              POINT(17.4632259028133 -22.4869531202041)
YAM,           Sault Ste Marie,                             6,                mid,              POINT(-84.5006089999717 46.4854175101926)
YDQ,           Dawson Cr.,                                  6,                mid,              POINT(-120.185595619101 55.7394117074557)
YEG,           Edmonton Int'l,                              6,                major,            POINT(-113.584492564406 53.3072001619183)
YHZ,           Halifax Int'l,                               6,                major,            POINT(-63.5149652501673 44.886545450101)
YKA,           Kamloops,                                    6,                mid,              POINT(-120.441734763962 50.7051955184591)
YSB,           Sudbury,                                     6,                mid,              POINT(-80.7957747817105 46.6227508204893)
YSJ,           Saint John,                                  6,                mid,              POINT(-65.8905573681168 45.3292305955017)
YXS,           Prince George,                               6,                mid,              POINT(-122.674014743986 53.8842485751138)
YYJ,           Victoria Int'l,                              6,                major,            POINT(-123.430624539528 48.640529482179)
ZAM,           Zamboanga Int'l,                             6,                mid,              POINT(122.062432321637 6.9197577480583)
ZGC,           Lanzhou Zhongchuan,                          6,                mid,              POINT(103.615415363043 36.5078842461237)
ALB,           Albany Int'l,                                6,                mid,              POINT(-73.8093518843173 42.7456619801729)
MKE,           General Mitchell Int'l,                      6,                major,            POINT(-87.9021056250744 42.9479198729586)
ZHHH,          Wang-Chia Tun Airbase,                       6,                [military,mid],   POINT(114.24694737615 30.6017141196702)
SYX,           Sanya Phoenix Int'l,                         6,                major,            POINT(109.40823949108 18.3090959908593)
LXA,           Lhasa Gonggar,                               6,                mid,              POINT(90.9005610194027 29.2936936123184)
HTN,           Hotan,                                       6,                mid,              POINT(79.8723005212191 37.0400363509765)
DRS,           Dresden,                                     6,                major,            POINT(13.7649671440047 51.1250912428871)
NNA,           Kenitra Air Base,                            6,                [military,major], POINT(-6.597753628116 34.2986673638223)
QNJ,           Annemasse,                                   6,                mid,              POINT(6.26491085364159 46.1957283286261)
NOG,           Nogales Int'l,                               6,                mid,              POINT(-110.972721301675 31.2255371741159)
SXB,           Strasbourg,                                  6,                mid,              POINT(7.62784196688924 48.5446961721759)
CGN,           Cologne/Bonn,                                6,                major,            POINT(7.12235975524539 50.8782596629471)
PUS,           Kimhae Int'l,                                6,                major,            POINT(128.948801379039 35.1702840636829)
CJU,           Jeju Int'l,                                  6,                major,            POINT(126.491629401972 33.5247173150399)
SVG,           Stavanger Sola,                              6,                major,            POINT(5.6298103297218 58.8821564842185)
TRD,           Trondheim Vaernes,                           6,                major,            POINT(10.9168095241445 63.472029381717)
CMG,           Corumbá Int'l,                               6,                mid,              POINT(-57.6636078925543 -19.0141662885534)
FNC,           Madeira,                                     6,                mid,              POINT(-16.7756374531213 32.6933642847489)
IGU,           Foz do Iguaçu Int'l,                         6,                mid,              POINT(-54.4885922735633 -25.5976832162102)
PVH,           Gov. Jorge Teixeira de Oliveira Int'l,       6,                mid,              POINT(-63.8984625004213 -8.71442482859288)
BIO,           Bilbao,                                      6,                mid,              POINT(-2.90609011679805 43.3050829811195)
PMI,           Palma de Mallorca,                           6,                major,            POINT(2.72997660200647 39.5657758586254)
TFN,           Tenerife N.,                                 6,                major,            POINT(-16.3463175679264 28.4875770267731)
GOT,           Gothenburg,                                  6,                major,            POINT(12.2938269092573 57.6857493534879)
LLA,           Lulea,                                       6,                major,            POINT(22.1230271243945 65.5490362477616)
AUH,           Abu Dhabi Int'l,                             6,                major,            POINT(54.6463293225558 24.4272271529764)
CZL,           Mohamed Boudiaf Int'l,                       6,                mid,              POINT(6.62194665181219 36.2834409441601)
ASW,           Aswan Int'l,                                 6,                mid,              POINT(32.8244372462973 23.9682765441778)
RVN,           Rovaniemi,                                   6,                mid,              POINT(25.8294409760452 66.5595564168509)
GEO,           Cheddi Jagan Int'l,                          6,                mid,              POINT(-58.2541191925889 6.49855290813572)
COK,           Cochin Int'l,                                6,                major,            POINT(76.3905198502024 10.1551187628118)
EDL,           Eldoret Int'l,                               6,                mid,              POINT(35.2236930658301 0.40507147546036)
ICN,           Incheon Int'l,                               6,                major,            POINT(126.450875980796 37.4492088624346)
CUL,           Federal de Bachigualato Int'l,               6,                mid,              POINT(-107.469863792896 24.7668040390461)
ISB,           Benazir Bhutto Int'l,                        6,                [major,military], POINT(73.1007936471882 33.6074457507526)
BRU,           Brussels,                                    5,                major,            POINT(4.48464032408272 50.8972949641511)
ABV,           Abuja Int'l,                                 5,                major,            POINT(7.27025993974356 9.00437659781094)
ACV,           Arcata-Eureka,                               5,                mid,              POINT(-124.107065520139 40.9719245381314)
AUS,           Austin-Bergstrom Int'l,                      5,                major,            POINT(-97.6668367646054 30.2021081920749)
AYT,           Antalya,                                     5,                major,            POINT(30.8025526439415 36.9153233051868)
BFS,           Belfast Int'l,                               5,                major,            POINT(-6.21616943734958 54.6615575470103)
BGY,           Orio Al Serio,                               5,                major,            POINT(9.6989176939974 45.6654980560695)
BKI,           Kota Kinabalu Int'l,                         5,                mid,              POINT(116.051087873369 5.92289445474807)
BLR,           Bengaluru Int'l,                             5,                major,            POINT(77.7095579889575 13.2006108069609)
CBR,           Canberra Int'l,                              5,                major,            POINT(149.190760539671 -35.3071855902909)
CMH,           Port Columbus Int'l,                         5,                major,            POINT(-82.8840306426634 39.9981181922432)
CMN,           Mohamed V Int'l,                             5,                major,            POINT(-7.5814559902572 33.3747274815396)
DUS,           Düsseldorf Int'l,                            5,                major,            POINT(6.76494446612174 51.2781820420774)
ESB,           Esenboğa Int'l,                              5,                major,            POINT(32.9930100772014 40.1151278273234)
HLZ,           Hamilton Int'l,                              5,                mid,              POINT(175.336221432708 -37.8658411484827)
HYD,           Rajiv Gandhi Int'l,                          5,                major,            POINT(78.42953613452 17.2359831507471)
JFK,           John F Kennedy Int'l,                        5,                major,            POINT(-73.7863268609295 40.6459595584081)
KBP,           Boryspil Int'l,                              5,                major,            POINT(30.8951621615528 50.340902338877)
KRT,           Khartoum,                                    5,                major,            POINT(32.550153296633 15.5922226530858)
MSN,           Dane Cty. Reg. (Truax Field),                5,                major,            POINT(-89.3457847894487 43.1363082385868)
MSQ,           Minsk Int'l,                                 5,                major,            POINT(28.0341933346378 53.8893792398005)
PMO,           Palermo,                                     5,                major,            POINT(13.1055309888638 38.1863351084895)
PVD,           T.F. Green,                                  5,                mid,              POINT(-71.4357841445789 41.7260019847189)
RSW,           Southwest Florida Int'l,                     5,                major,            POINT(-81.7551231409306 26.5279288067651)
SHE,           Shenyang Taoxian Int'l,                      5,                major,            POINT(123.487974430338 41.6347891339582)
SHJ,           Sharjah Int'l,                               5,                major,            POINT(55.5205071948853 25.3211964019068)
SJC,           San Jose Int'l,                              5,                major,            POINT(-121.929428983532 37.3694905908965)
SNA,           John Wayne,                                  5,                major,            POINT(-117.861489220393 33.6794857329549)
STR,           Stuttgart,                                   5,                major,            POINT(9.19395108945536 48.6901051358913)
SYQ,           Nacional Tobías Bolaños,                     5,                mid,              POINT(-84.1386091971594 9.95827851919623)
SZX,           Shenzhen Bao'an Int'l,                       5,                major,            POINT(113.815852751085 22.6465077147868)
SDF,           Louisville Int'l,                            5,                major,            POINT(-85.7417027597367 38.1860207152699)
GVA,           Geneva,                                      5,                major,            POINT(6.10794577423603 46.231009510158)
LYS,           Lyon-Saint Exupery,                          5,                mid,              POINT(5.07594431813459 45.7210186834669)
KIX,           Kansai Int'l,                                5,                major,            POINT(135.244459772476 34.4347941629269)
LIS,           Lisbon Portela,                              5,                major,            POINT(-9.13069440931071 38.7707623427514)
CNF,           Tancredo Neves Int'l,                        5,                major,            POINT(-43.9635815209949 -19.6327821218747)
BMA,           Bromma,                                      5,                mid,              POINT(17.9456175406145 59.3555902065112)
SUB,           Juanda Int'l,                                5,                major,            POINT(112.777034594933 -7.383578985276)
MDQ,           Astor Piazzolla Int'l,                       5,                mid,              POINT(-57.5816150932392 -37.9332161204482)
GCM,           Owen Roberts Int'l,                          5,                major,            POINT(-81.3576706162289 19.2959107437122)
CGO,           Zhengzhou Xinzheng Int'l,                    5,                major,            POINT(113.841831302845 34.5263027198957)
DLC,           Dalian Zhoushuizi Int'l,                     5,                major,            POINT(121.538913780101 38.9615702300222)
HER,           Heraklion Int'l,                             5,                major,            POINT(25.1740558243272 35.3369024101045)
TBS,           Tbilisi Int'l,                               5,                major,            POINT(44.9646146141664 41.6694420187261)
XXC,           Cascais,                                     5,                mid,              POINT(-9.35458240263928 38.7235353208323)
KHH,           Kaohsiung Int'l,                             4,                major,            POINT(120.345156342151 22.5717061054422)
SKO,           Sadiq Abubakar III,                          4,                mid,              POINT(5.20022616032651 12.9174824166181)
UIO,           Mariscal Sucre Int'l,                        4,                mid,              POINT(-78.4899925545701 -0.145552408466882)
